web_scraper_order,web_scraper_start_url,title,data3,data4,data5
"1784280955-223","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Magical film","Vickiefriends","Nov 24, 2003","I remember when i first saw this film. my friend kept telling me to watch it as he thought it was brilliant. well, all good things come to those who wait yes? i did something I had never done before or since: when i finished watching it i rewound it and watched it again straight after.It has a perfect cast, story and the best ending of any film i have ever seen.To sum up in one word: magical!"
"1784280955-224","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Emotionally Fulfilling","gcd70","Feb 19, 2008",""
"1784280955-225","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Hope......Don't loose it at any cost","aak-1990","Jul 5, 2011","The 'Shawshank Redemption' undoubtedly deserves to be the highest rated movie. The movie depicts how a four lettered word 'Hope' brings wonders to our lives and makes something impossible to possible.

Though the plot of the movie focuses on how Andy Dufrane, a falsely convicted prisoner gets out of the prison, the beauty of the movie lies in the characterization of Andy Dufrane (just amazing) and how he influences his fellow prisoner 'Red'. The narration by Morgan Freeman in the role of 'Red' is perhaps one of the best narrations i have ever come across. This story proves that the king of horrors, Stephen King, is equally good at any other genre of 'Story Writing'(Hats off). The dialogues towards the end of the movie about hope are truly inspiring. The background score of the movie is excellent. Tom Robbins and Morgan Freeman at their best in the roles of Andy Dufrane and Red respectively.

Didn't watch the movie??...go grab a DVD and watch it as soon as possible. Can't miss a movie like this...."
"1784280955-226","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Shamelessly uplifting; a heartfelt classic","pyrocitor","Dec 12, 2007","It was the film that never seemed to have a break cut out for it. Adapted from a Steven King short story (usually a sure sign of success), yet a disappointment at the box office. Nominated for seven Oscars, yet emerging with no wins. But, hope sprung eternal, and, as life began to imitate art, like its central characters, the film The Shawshank Redemption overcame such initial adversity to become one of the most revered and cherished films of all time. 

Director/screenwriter Frank Darabont, working from Steven King's short story 'Rita Hayworth and the Shawshank Redemption' brings the tale to life in a superbly powerful and emotionally flooring fashion. Darabont's script executes the incredibly difficult task of speaking directly to the human spirit, with its tale of passion and dedication overcoming captivity and adversity. Few modern films are bold enough to tackle such shamelessly inspirational themes as Shawshank's without coming across as painfully clichéd, but Darabont's airtight script, chock full of timeless lines, and steady, careful directing are enough to raise the film above such concerns, instead marking a film of which the emotional magnitude is seldom paralleled. From Roger Deakins' sweeping, operatic cinematography, to Thomas Newman's truly beautiful and inspiring musical score, to the dank, gritty realism of Shawshank prison itself, the film's consistent quality on all fronts is truly stunning. 

It is easy to see a story such as this easily falling flat with an inferior cast taking on the material, but Darabont's incredibly gifted and memorable cast is truly up to the challenge, taking a wonderful story and making it truly timeless. Tim Robbins truly brings unconventional convict Andy Dufresne to life, never without a passionate twinkle in his eye, even in his most beaten down and hopeless of scenes. Rather than typical leading man grandstanding, Robbins is wise enough to remain subtle and detached throughout, making the role all the more mysterious and endearing as a result. The inspired casting of Morgan Freeman as fellow inmate 'Red' resulted not only in a series of sumptuous voiceovers by one of the most melodious voices in Hollywood, but also in a genuinely heartwarming supporting character, with Freeman building a career of playing similar 'wise mentor figures' off his performance. The supporting cast being comprised mainly of relative unknowns strengthens the believability of their characters, leading the audience to see them as their character and not as the star behind the role. Bob Gunton is chillingly effective as the hate-inspiring prison warden, infusing more menace into his reedy voice and deadpan stare than any scenery chewing antagonist could capture. Character actor Clancy Brown also crafts another simple but effective antagonistic role as the captain of the guards. Gil Bellows is a strong presence as a rebellious inmate, and James Whitmore is charming and lovable as aged prison librarian Brooks. 

Overall, The Shawshank Redemption is an astonishing accomplishment, addressing shamelessly uplifting themes in a fashion which is sentimental, but never sappy, larger than life, but never melodramatic. In many ways the film feels like a throwback to the days of classic cinema where directors strove to make films which made their audiences happy, but Darabont easily dodges contemporary scorn by unabashedly and honestly pitching the film towards the human spirit, and firmly establishing it as a timeless classic with its impeccable package of flooring technical work, screen writing and acting. Far from being a simple ""prison drama"", the sheer emotional voyage of The Shawshank Redemption is enough to drain any viewer, both crushing their spirits then euphorically raising them in a truly peerless fashion. While Red may declare hope to be a dangerous thing, it's Darabont's fearless tackling of the tricky subject which really sets Shawshank free. 

-10/10"
"1784280955-227","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Good but ludicrously overrated","Dan-56","Apr 21, 1999","I quite like this film but it wouldn't make my top 100. The idea it's the greatest film in history is laughable.

Of course the acting's terrific. Morgan Freeman and Tim Robbins are solid as ever, even if Bob Gunton and Clancy Brown (the Baddies) chew the scenery. And that's the problem - everything is so terribly black and white, with every character springing straight out of a three word summary. Our hero is Good But Flawed, Red is Good And Noble, the Warden is Just Plain Bad and his henchman is Reminiscent Of Another Film (okay, four words).

I've never been inside a prison, but I can't believe all the prisoners would be so damn nice. There's the ""sisters"" - a bunch of horrid rapists, of course, but they're nothing a small plot contrivance can't eliminate. The ""sisters"" aside, there's nary a cross word from a prisoner in the whole film.

Racism is also curiously absent. American prisons today are notorious hot-beds of racism. Martin Luther King's dream is bizarrely alive and well in Shawshank, where colour doesn't get a mention in twenty years of ""history"".

This total lack of realism means it's not really a film about prison at all. And what kind of ""character"" film can be centred around someone who seems entirely flawless (other than perhaps in his choice of attorney).

I can whinge about the mechanics of the film as well. Voiceover narration is irritating enough - but Red narrating events at which he was not present? Pur-lease. And that final scene - talk about a director who didn't know when to shout ""cut"". It didn't need much self control to stop at the point Red heads towards Mexico - films for grown-ups shouldn't need endings that resolve any uncertainty.

Speaking of the director, isn't it odd how the maker of the ""Greatest film in the world ever"" is also credited for The Fan, Eraser, The Blob and The Fly II? It's as if Orson Welles directed ""Plan 9 from Outer Space"", or Francis Ford Copolla helmed ""Megaforce"".

I don't mean to make this out to be a bad film - it's far from that. But anyone who rates it the greatest ever should try ""Godfather"", ""Goodfellas"", ""Citizen Kane"", ""Casablanca"" - something, anything that's not so *worthy*."
"1784280955-228","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Not worth the hype, a script full of shortcuts","chadlund","Jun 1, 2016",""
"1784280955-229","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","WYLION - Do you trust your wife? You can definitely trust me!","WYLION-SOTIRISKING","Jul 1, 2019",""
"1784280955-230","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Shawshank Redemption Comes Out Clean","view_and_review","Jun 25, 2014","What can I say about this movie that hasn't already been said? It's a prison movie, yes, but it is so much more than that. First, let me divvy out kudos to those who deserve it: Stephen King for writing this magnum opus, Frank Darabont for his stellar directing, Tim Robbins for the job he did and, of course, Morgan Freeman for knocking the ball out of the park one this movie.

This was a movie that could be loved and felt by men and women alike. It was about losses and gains, hope and despondence, injustice and rectitude, and definitely about friendship. Prison just happened to be the backdrop of this film but it could have easily been anyplace. The prison setting played a critical role and was interwoven into the overall story but it wasn't the story. The story was so much more and the movie did so well in pulling you in and making you care. You couldn't help but loathe the warden and his right-hand-man. You couldn't help but like Andy and Red. You couldn't help but want the happy ending.

Absolutely, Shawshank Redemption is a masterpiece. It didn't get the awards it deserved, but like the Utah Jazz in the late 90's playing the Bulls, Shawshank Redemption faced tough competition. Although, it is getting its recognition here and it deserves the high praise."
"1784280955-231","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Don't Watch This Movie!!  (Unless you want to Cry)","haniff","Oct 1, 2005","I knew about this movie for a long time.

Heck, prison movies, don't turn me on so I have very negative impression, hence not watching it. I watched it today (Oct 2005) as it was on TV, and I thought, it's got good rating, so I'll watch it, least this way I won't be watching it alone. Might as well get it over with.

Well, any movie than can render a grown adult to tears and whirl up an emotional minefield, has to be respected. This movie has my utmost respect.

This is truly a great film, even with all my negative baggage, and seeing clips, and reading people raving about it, I still avoided it.

To render a grown man to cry even with all the baggage, has to be a really amazing film.

This film transcends cinema, to what it's truly about - to move you. So technically, it's pointless, you can go about actors, direction, shots, music and so on, and to analyse this film purely on that level would be one very stupid mistake. A mistake many have used while writing reviews.

The book or film, is simply a mechanism to get a message across, it can be flawed and still work perfectly. That's not the point.

The message here is clear and works perfectly, on many unconscious levels, it really would be stupid to try an figure it out.

You can't as its so simple.

We all have hope dreams and desires, and want freedom and a better future. Every person does. It's actually why we exist.

Not to have hope, dreams and desires and goals, is truly not to live. Not doing so, there is no meaning to life.

No matter what happens, keep positive, have hopes dreams and desires, that is your purpose here on this planet this is what this film is about, everything else is just mechanics to get this across?

Are you Positive?

Do you have hopes?

Do you have dreams?

Do you have goals?

Have you helped your fellow man, just for the beauty and pleasure of making someone happy, in a totally unselfish way, without any personal gain?

If you haven't and don't have hopes, dreams, desires and goals, you are not alive, you have no meaning to your life.

In conclusion, you can avoid this film as long as you want like I did, but when it does catch up with you... you better be ready, very ready.

If you aren't or don't understand what you are watching, and what really is going on between the lines and mechanics of the imperfect mechanism of cinema you are dead, truly dead, and you might as well end it now.

So my advise to you?

Don't Watch this film. 

If you've read this far, and not got what I've been going on about you are a lost cause already, and you might as well go into your miserable life, and causing misery to yourself and others. Heck, it'll take you several lifetimes probably to get it.

So, remember DON'T WATCH THIS FILM, you don't deserve it."
"1784280955-232","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","AN EXCELLENT MASTERPIECE !!","bibi-3","Dec 26, 1998","Great music, superb actors. It is a pity that Forrest Gump (which I consider another masterpiece ) went out the same year and got all the publicity, as well as the Oscars. It was not fair.

The only reason for which I rented this movie, two years ago, was because of Morgan Freeman and Tim Robbins. But it was a big surprise to see one of the best films ever made. ( I have seen it 6 more times since then )

It is a story of COURAGE, PERSEVERANCE, TRUE FRIENDSHIP, HOPE AND REDEMPTION.

IT'S A MOVIE FOR ALL TIMES, A MEMORABLE ONE. EVERYBODY SHOULD SEE IT. YOÚ WON'T REGRET."
"1784280955-233","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","great film","mlevin-8","Feb 7, 2006","I can watch this film a hundred times and still enjoy it. Morgan Freeman is one of my favorite actors. And this must be his best roll ever. I thought Tim Robbins was definitely at his best in this film. All the prison guards and inmates were really believable. The story captures you from the beginning and doesn't let go until the final credits are rolled. This is the kind of film that make you think of how many inequities must exist in our prison system that no one ever hears about. Of all the the movies of this type the Shawshank Redemtion brings to light how good and evil can exist in every situation. And that nothing is black and white. But until it effect you its out of sight and out of mind."
"1784280955-234","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","best movie ever","mchollandmatthew","Aug 9, 2012","this film is an award winning achievement i loved it what a fantastic and brilliant together drama and crime movie really really amazing a must see to everyone.the story is about a guy called Andy Dufresne who was sent to prison for a murder that was committed to his wife and Andy goes through prison with hard times and a friend for his time in the shaw shank prison with brilliant ac tining from Tim Robbins Morgan Freeman and Clancy brown throughout the film Tim Robbins was Andy Morgan freeman red and Clancy brown as the guard.overall the whole truth can not be told u will love this film don't spoil this for your self its a brilliant story with friendship and survival 10/10 you must get this on DVD trust me its brilliant"
"1784280955-235","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Graceful, intriguing Tim Robbins triumph","brendastern","Mar 16, 2006","The Shawshank Redemption is in a league with Casablanca as a movie you can watch over and over, catching different nuances each time and bringing your own life experiences each time you watch it. Tim Robbins gives the performance of his career and this is the movie for which Morgan Freeman should have won an Oscar (a shame he had to wait for Million Dollar Baby.) There are many twists and turns and I defy anyone to watch the ending without tears running down their face. In fact, the entire last third of movie is filled with marvelous scenes. If there is any drawback to this movie, it is that it is a shade too long, meaning it's often butchered when it is shown with commercials on TV. Rent this, or better yet, buy it to get the full thrust of it. Definitely on my personal top 10."
"1784280955-236","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","one of the best","Willie-12","Nov 18, 1998","The Shawshank Redemption is one of the greatest movies I have ever seen.  It is truly one of the most fulfilling movies ever made.  There are so many good things about it that it is hard to even come close to mentioning all of them, so I'll only mention the one thing I liked the most.  I liked the fact that the movie could have ended a couple different times, and it still would have been one of the best, but for Shawshank that just wasn't good enough. It kept going until you felt the ending was so perfect, that you truly had to sit back breathless.  I love this movie and it will always be one of the best as far as I am concerned.  A true classic!"
"1784280955-237","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Captivating, breathtaking and compelling...","obsolete","Nov 23, 1998","The Shawshank Redemption is, without a doubt, the greatest film ever made. You simply will never find a better film, ever.

The story revolves around a smart, kind hearted vice president of a bank named Andy Dufresne, played by Tim Robbins, who is absolutely brilliant in the starring role. Andy is sent to prison after murdering his wife and lover. Claiming he is innocent of the crimes, and was the victim of an unfortunate coincidence, the law does not believe him, and sentences him to life in prison without possibility of parole. Once inside, he immediately befriends a criminal by the name of Red, played brilliantly by Morgan Freeman. Andy then becomes the victim of fear, despair, and the prison itself, which is inhabited by crooked officials and hardened criminals. After a while, Andy finds the hope inside of him to never give up, with the help of his friend Red and others. He starts doing tax returns for the prison guards and the warden, and after a while, the warden, played by Bob Gunton, who makes the viewer loathe the word warden, has Andy doing his tax fraud for him. It's safe to say that Andy is ""friends"" with the officials.

I don't want to give it away for those of you who haven't seen this picture, but believe me, you will be breathless. The hope Andy holds inside of him gives all of us a warm feeling inside of us, and tells you to never give up. The cast is perfect in every way, and the film just carries beautifully. You will find yourself praying for Andy through the whole film, through bad times and even good times. It is wonderfully capped off with a surprise twist ending that will leave you shocked, stunned and emotionally breathless.

I call this film my all time favorite, because I agreed with the characters, felt for them, hoped for them and in the case of the corrupt characters, loathed them, due to great acting. I was able to actually hate and detest certain characters, because that's how wonderful the acting is. I would actually have cried at this movie, if it weren't for me being so emotionally paralyzed by the cast and story."
"1784280955-238","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Very good, but probably over-praised","mattrochman","Mar 18, 2007","The amazing thing about this film is how many people fail to realise that the film is about Red, not Andy. It's Reds perspective of Andy. I only mention it because many people strangely think its told from the perspective of Andy.

That common misunderstanding behind, a well made film. The photography is magical, the story is strong, the performances are exceptional and the depths of despair and humanity of canvassed well without losing mainstream appeal.

But that aside, there is a strong willingness to overstate this film. In the end, it is a slightly overdone and there is a bit too much 'triumph of the human spirit' dribble on the side. But I don't let that get in the way of what is otherwise a very good film with re-watch-ability.

Hadley's release from prison and letter deserves a spot in cinema history. That part was absolutely exceptional."
"1784280955-239","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Long and saccharine","elliotff","Sep 18, 2004","This bloated and soggy piece of work is so far from earning a number 2 spot on the IMDb that I have to imagine that Stephen King has bought votes for it. Trite , mawkish, shallow, unconvincing, ugly... How much more can I say about its awfulness? Morgan Freeman is tolerable, Tim Robbins is not. There is a romantic glow to the cinematography that is really inappropriate if the main characters are heterosexual. If they aren't there is an unexplored subtext poisoning the base of the movie. There is nothing else about this movie that makes a lick of sense: emotional, dramatic, logical, racial, penological. Rips off the Count of Monte Cristo and Huckleberry Finn and cheapens and flattens them. Its appeal escapes me utterly. For the love of God, sink this film!"
"1784280955-240","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Redemptive Masterpiece; Masterful Redemption","marcin_kukuczka","Apr 17, 2011","Despair or determination; crying or fighting; obedience or inner freedom; resignation or patience; fear or hope...difficult choices in life make us all more powerful human beings. Experience makes us richer; hardship makes us stronger, friendship makes us better. Although we may be deprived of everything, only our own choices may truly deprive us of human dignity... These words ring the bell for the majority of people; yet, seldom do they appear so unique, so real and so concrete as in this wonderful film...

Based on the novella by Stephen King RITA HAYWORTH AND SHAWSHANK REDEMPTION, the story appears to be unlike any other movie, unlike any other adaptation of Stephen King's stories onto screen, unlike most productions of the world cinema. Why? 

I think that every viewer has to answer this question oneself. What I am going to do in this review is not look at why it is so powerful, why it is so unique but rather focus on a certain aspect that, in a way, refers to this question. What absorbed me to the very core of my emotions and feelings is the main plot of Andy (Tim Robbins), the banker wrongfully convicted of murdering his wife and her lover and sentenced to Shawshank prison where brutality and wretchedness really reign. At the spot where for many people, life actually ends, for Andy a new tedious struggle begins. Quickly befriended by ""Red"" (Morgan Freeman), actually the narrator of the story, both soon prove that even in the worst circumstances, within the ""hell on earth"" they can maintain human dignity and strive on their own way to freedom...

Here, let me refer to Roger Ebert's words who nicely described the character of Andy: he says that ""Andy turns out to be a surprise to everyone in Shawshank, because within him is such a powerful reservoir of determination and strength that nothing seems to break him."" Indeed, salvation lies within discipline for him...self-discipline...

Except for some other plots, including the touching yet tragic story of Tommy Williams (Gil Bellows) and of the sympathetic librarian Brooks Hatlen (James Whitmore), it is Andy and Red who supply us with the most unforgettable moments in the movie. It is, as a matter of fact, the story of their friendship, their dreams expressed at the wall of despair. They maintain hope around themselves and within the viewers. Here, a very powerful aspect of Red is his narration...our thoughts are directed towards his thoughts, towards his reflections and his perception of the events, his - the prisoner's. Swear words take on power to convey meanings and harshness becomes reality. Here, it is important to mention the inevitable brutality in the film. Thanks to the fact it is perceived by Red, it never appears to be unendurable or harmful for the emotions of the viewer. We, as observers, truly know what world we are led to...yet, there is no loss of hope!

The unforgettable scenes seem to evoke the most powerful associations and expectations that lie within us concerning the visual and sensual experience. With Thomas Newman's terrific music score consisting of dark piano music, we are supplied with intense emotions and effective thrill. Except for the symbolic and almost cult scene when Andy escapes the prison (mind you the almost claustrophobic effect), one cannot skip ""The Letter Duet"" scene when the excerpt of Mozart's ""The Marriage of Figaro"" is being played. The prison life stops for a while being awestruck by the glimpse of harmony, by the blissful moment of magnificence. At this moment, I was breathless and really second the powerful line: ""Music makes you free!"" 

The performances are awesome and the depiction of characters is executed in an extraordinary way. There are no clichés which is a great merit of the film and where many films of the genre fall into that trap. Although there were many actors who had been cast for the role of Red, I think that no one would have done the job as well as Morgan Freeman. He is perfect in the role combining a certain quality of patience and distance with the emotional struggle for personal rights. Ironically, he portrays a re-socialized character...in fact, richer inside than any ""corrupted decency."" Tim Robbins also does a terrific job as Andy with all his features mentioned before. And Bob Gunton as a true villain, the boss of this hell of Shawshank will long remain in memory.

To sum it up, I agree with short but meaningful words said by Roger Ebert: ""THE SHAWSHANK REDEMPTION is a movie about time, patience and harmony..."" I would even add that it is the film about true life where people are really themselves, to the most extent themselves. There, within the harshest reality... Because only there, we truly behave according to our rules. There, we make choices even if everything that surrounds us seems to yell: ""Salvation lies within blind discipline and fundamental Bible!"" A redemptive masterpiece, a masterful redemption...desperate Brooks was here...and so was Red...yet, he brought a new dawn for dreams, a new dawn for friendship... Will he succeed?"
"1784280955-241","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","When they give you life, that's what they take","thinker1691","May 29, 2007","Out of the fertile mind of American author Steven King, comes the incredible prison story called ""The Shawshank Redemption."" It is the story of a young banker named Andy Dufresne (Tim Robbins) who has been falsely convicted of murdering his wife and her lover. Sent to the notorious Shawshank, Dufresne, is subjected to the standard abuses every prisoner faces. During the ensuing years however, he is further subjected to additional punishment by the ""Sisters"" who enjoy torturing what they call 'fresh fish.' Still Andy tries to survive each day of his sentence as best he can. Being extremely agile at his banking craft, he overhears Captain Byron T. Hadley (Clancy Brown) complain of his personal financial problems. This single incident allows Andy to take advantage of his dire situation and become useful once again. Over the years, he becomes friends with fellow convict Ellis ""Red"" Redding who is adroitly played by veteran actor, Morgan Freeman. When warden Samuel Norton (Bob Gunton) learns of Dufresnes' financial ability, he immediately takes advantage of it. This arrangement presents many financial opportunities for the brutal warden and the meticulous and patience prisoner. Both can benefit from the outcome. The warden intends to retire richer and Hope is the only benefit Andy ascribes to. Be he has he has more talent than the warden suspects. With additional characters actors like William Sadler as Heywood, Gil Bellows as Tommy, Mark Rolston as Bogs and legendary James Whitmore who lends a superior performance as Brooks Hatlen, this film is destined as a classic for the enjoyment of every audience. ****"
"1784280955-242","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","First 10 I have ever given out","exusninja","Feb 9, 2006","This is the best movie robbed of acclaim. I don't care what anyone says about Forest Gump. This movie is better in almost every category except music and maybe tied for movie of the year.

Tim Robbins acting is as good if not better than Hanks. I always have a problem with the simpleton character getting acting nods, as with the white trash and ghetto thug characters. I think most of us can all do the Gumpy Slow Hick voice ala Cleatus the Slacked Jawed Yokel (Simpsons).

I can't quite remember how many Oscars Gump stole from this GEM of a movie, but this movie blows me away on almost every level. The quite passion the Robbins portrays is surpassed by no one except maybe the Freeman sidekick character.

This movie was of course a short story made into a movie (S King i think) and because of what it delivers i truly believe it to be the best movie of 1994, and probably one of the top 3 movies of all time."
"1784280955-243","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Absolutely brilliant","karma-9","Dec 25, 1998","The Shawshank Redemption is one of the few movies adapted from books that turned out to be good .. or in, this case, brilliant.

Although the movie supposedly takes place somewhen in the 1950's, I can easily imagine it being transferred to today's time and standards. The thing that is most fascinating about is is that the directors [and writers, of course] didn't use extreme clichés - there's no black and white painting, just numerous shades of grey. Robbins and Freeman both are perfect for their roles, as are all of the supporting actors.

Finally, I can understand why a certain movies gets a high ranking."
"1784280955-244","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","What a beautiful movie!","PeterSD","Dec 24, 1998","All is perfect : the complexity of the characters, the suspense, the principals themes like friendship, loneliness, injustice, redemption, vengeance, freedom... The most complete movie that i've ever seen. Tim Robbins is great, sensitive, brilliant: in one scene, he can feel a thousand of feelings. Freeman is very correct and seems to be really ""Red"". Gunton, Sadler and all the others seemed to have fun playing in this master of peace. Titanic is pure entertainment and received 11 oscars. This movie deserves 30 oscars because it shows what is really important in life. No action, more realistic, more useful than the other films. It was really a BIG BANG in my head the first time i saw it. When i see it again, I think and I realize the incredible power that the cinema's industry have. In a different way, only Star Wars, Saving Private Ryan and some others have the same impact."
"1784280955-245","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","#1 on IMDB's top 250, one of the best movies of all time and more than 6200 reviews... what's more to say about this movie?","bellino-angelo2014","Mar 17, 2019","As I said in the summary, there are too many reviews for this movie and it's among the best movies of all time. So, why I wanted to review it? Because this movie touched me so deeply and I found it so great and powerful that I have to say my opinion at all costs. This is out of my system, now I can go to the review.

THE SHAWSHANK REDEMPTION is a masterpiece and only a idiot wouldn't watch it (or hate it). Everything in this movie is perfect: the dialogue is clever and well written, with many great lines (included also in the narration by Morgan Freeman), the cinematography is great, the soundtrack is among the best that were ever heard in 1990s movies, and the performances are very strong and heartfelt. Tim Robbins and Morgan Freeman give their best performances in their careers. Robbins is hard to empathize with at the beginning, but more the movie goes on more you come to like him. Freeman also narrates the movie, and here is suave, easy to empathize with and likeable (as in all his other movies). And also the supporting players in the movie are good, including James Whitmore in one of his final roles as Brooks Hatlen.

My favourite scene apart the tear-jerking ending? The scene of the inmates listening to the Mozart aria through the speakers. So, you don't have to like prison dramas for liking this movie. Yes it's depressing and sad in points - but is also perfectly and cleverly written and acted, and deserves all the praises that received. A movie that has to be seen at least once, and if you don't love it I suggest you to go to a psychiatrist!"
"1784280955-246","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","A true story of friendship and hard times","Smells_Like_Cheese","Jan 17, 2005","Shawshank Redemption is one of those infamous movies you never stop hearing about if you are a crazed movie fanatic. I've been through the entire top 250 list up and down and this is going back and fourth between #2 and #3 struggling with Lord of the Rings: The Retrun of the King. I had to see this movie to see what all the fuss is about.

Based on Stephen King's novel, The Shawshank Redemption is a terrific adaptation of his book. The acting, I mean don't get me started. Tim Robbins and Morgan Freeman were perfectly casted and fit so well together. What I mean in my title to my summary is, I felt that I could relate. This reminded me so much of my friendship with my best friend, because her and I are so close and would do anything for each other. Even wait until the end of time just to hang out and talk again.

I felt this story also brought up major important points, what does a convict do after so many years in prison? Pretty much a good job is out of the question, same with a decent place. Your family might disown you and everything you knew was in that prison. It's sort of like being shoved from a lake to an ocean and you're drowning with no life preserver. This movie actually got me thinking about that.

Also there is the final notion of the court systems, because we are also dealing with Tim Robbin's life. He keeps claiming his innocence and no one will listen to him or believe him. I felt awful for him, I know there are a lot of men and women in prison who are innocent and are paying for other people's crimes.

I would highly recommend The Shawshank Redemption, I believe it's better than Lord of the Rings: The Return of the King. So watch it and understand this movie, it's important. This should be watched by everyone and you get out of the movie what you bring into it.

10/10"
"1784280955-247","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","A prison drama starring Tim Robbins and Morgan Freeman.","Brad K.","Aug 6, 1998","My favorite movie ever.  These are words that basically describe how I feel about this movie.  A prison drama does not sound like an entertaining movie, but this is very entertaining.  Tim Robbins (The Player, I.Q.) stars as Andy Dufresne a smart man convicted of killing his wife and her lover.  He arrives at Shawshank prison completely out of place, but adapts and becomes best friends with one of the prison's head convicts, wonderfully played by Morgan Freeman (Driving Miss Daisy, Seven).  Soon the warden, played by Bob Gunton (Midnight in the Garden of Good and Evil, Broken Arrow), enlists his help as a banker, to help with getting some extra (illegal) money and other things.  It doesn't sound like a great movie, but trust me this is the best movie I've ever seen, and everyone I know liked it.  Tim Robbins is great in the lead.  Bob Gunton is good as the twisted warden.  William Sadler (Solo, Die Hard 2) is solid as a fellow convict.  Clancy Brown (Starship Troopers, Highlander) is excellent as the sadistic head of the guards.  Finally, James Whitmore (The Relic) and Gil Bellows (Snow White: A tale of terror) give the best supporting performances as fellow convicts.  A must see."
"1784280955-248","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Interpersonal Communication Use","Teacher-9","May 18, 1999","I use this movie in my Interpersonal Communication course.  The relationship between Red and Andy provides rich examples for my students to look for as they write on important issues of Interpersonal Communication such as the symbolic nature of language, powerful and powerless speech, posture, intimate and social distances, territory, chronemics, various types of listening, and self disclosure.  Many ""young"" students struggle to relate ""in-class/in-text"" examples to their own lives, and I use this movie to give the class a common experience to discuss and better understand the foundational elements of Interpersonal Communication.  ALWAYS a good experience for my students!"
"1784280955-249","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Overrated","victiminvesta","Mar 12, 2022",""
"1784280955-250","https://www.imdb.com/title/tt0111161/reviews/?ref_=tt_ov_ql_2","Over rated","jono1975","Jan 13, 2004","The acting is adequate, the story is adequate, but why all the fuss?

It sometimes baffles me why some movies get such high ratings when they are really only run of the mill.

This is not that bad a film, just seen it all before."
