title,review_text,username,date
best film of the decade,"as you see in the title, you can see it was a great film. i have only had the DVD for 2 weeks and i got a 2 disc DVD for £2.99. wow you might think.

well back to the film, and this is a film whose without its amazing and stunning fights/wars, would be a OK film but wouldn't be a classic. when the battles begin, you can't stop watching- even if your mum asks you to tidy up. the scenes with the horses and their warriors galloping is breath taking and makes you want to re enact it as i'm a 13 year old boy, this was a film which you want to re enact and talk about. 

it fills you with thrill which is a very special thing to do. when people saw this, people were like, ""wow what an amazing film!"" and ""it's so good, i want to see it again and again!"" 

i think this film was done by the right people and acted by the right people you couldn't image anyone for the roles. Such as aragon's character, Viggo Mortensen matchs that style and his emotions were amazing. his fighting style and knowledge makes him a great character and Viggo Mortensen should of good a dozen awards. before this film, i never heard of Viggo Mortensen and now after his role, i regard him as a brilliant actor.

another character who was amazing was gandalf and without him, this film would feel empty. sir ian meleken (sorry for the spelling mistake), his acting was so believable and amazing. but his secret to this as revealed in a episode of extras, his that he thought of what it would be like to be a wizard and well, that give us the great gandalf we know today! i think this film is the best film i have seen in years and it deserved every award. out of ten, i would give this a MASSIVE TEN! thank you!",runescapepass,2006-11-23
A legitimately great movie,"An adventure movie to match the great ones of the past, and the one to beat for the future. The culmination of this ambitious trilogy is more than fitting; it surpasses the first two films by quite a distance. Almost nothing disappointed or bothered me. All parts of the story were equally interesting. It was sweeping, it was involving, it was beautiful. One of the few thing I would complain about is the villain. Sauron is boring and more or less unseen. He does not feel very threatening. And his army of orcs has been dull since the first film. They're just not very interesting creatures. Fortunately, The Return of the King really makes up for these monsters with a gallery of better ones. Some of them have been present in the other two films, trolls and those flying dragons that the ring wraiths ride on. They're more present here, however. Even better, though, those gigantic elephants, ten times the size of a normal one. Oh, man, those are cool. Star Wars fans might grumble that they were too much like the AT-AT walkers from Empire, and they are. One scene where Legolas, the elf, triumphs over one of them feels like a sped up version of Luke Skywalker's attack. But the very best thing is a giant spider. Everyone knows that there was originally a giant spider on skull island in King Kong, cut from the film because it really disturbed a test audience. Seeing the spider in Return of the King is like having that famous piece of lost footage restored. When all three films are finally out on their special edition DVDs, I'm going to spend a month combing through them to see whether or not the entire series of films isn't just as good as this one, or perhaps as good as many of my younger friends have sworn they were.",zetes,2003-12-20
"""Songs for great halls""","Before Peter Jackson's adaptation of The Lord of the Rings trilogy, the world of high fantasy has not been particularly well-served by cinema. The genre was not even really taken seriously in literature until the 1960s. During the 80s, there was a fad for fantasy movies, but while most of these looked nice and were good enough fun, none of them really had magnificence (although the 1981 Excalibur movie comes pretty close). It was not until the first decade of the 20th century that we saw fantasy cinema's rather delayed coming-of-age.

As with the first two movies in the trilogy the transition from novel to screenplay is exceptional. There's a lot more action and a lot less dialogue in this one, and yet the plot is still clear and the narrative never feels repetitive. The idea of binding the various story lines together in time – such as when the Witch-King arises near Frodo and Sam, but the tower of green light is seen miles away by Pippin – are great for building up the tension. They also really help to establish this vision of Middle Earth as a real place with vast dimensions.

And again Jackson proves himself to be an action director with that little extra flair of intelligence. At first glance his work seems very much aimed at those with short attention spans, but there is so much loaded into each and every shot, the camera following an orc as he falls to the ground, or coming to rest upon a woman holding a baby as panic erupts in the city. His horror-tinged imagining of certain scenes is truly unnerving.

There is some all-round improved acting in this instalment. Perhaps the years wrapped up in the production were taking the necessary toll on the cast. There are some truly heartfelt moments from Bernard Hill and a wonderfully spirited turn from Miranda Otto. For me, Billy Boyd always stood out as the finest of the hobbit performers, and this is the movie where he comes to the forefront, demonstrating great dignity and emotion. The best performance however, as previously, belongs to Ian McKellen as Gandalf. There's something strangely knowing in his final scene.

One of the unfortunate things about The Return of the King is that it suffers worse than the first two movies from a lack of dignity at certain times. The CGI Gollum is too cutesy and it's hard to believe in him as an antagonist, although funnily enough the glimpse we get of partly-transformed Smeagol biting into a fish with Andy Serkis in prosthetics would have been perfect for the whole thing. Some of the most serious bits become silly. I remember laughing out loud in the cinema when Gandalf says ""So passes Denethor…"" when the man is still pathetically running around in flames.

But by-and-large, this is an exceptional production, with its most outstanding touches in the way the whole thing has been put together. When the beacons are lit stretching a line across a mountain range, it's done in such a smooth, rhythmic way we are simultaneously impressed by the immense scale, the beauty of the landscape and the sheer brilliance of it as a means of communication. When Pippin's haunting song continues in the background as the men of Gondor ride off to their doom, we feel the depth of what is going on in a way the images alone could not impart. This is the kind of thinking you don't see in those numerous 80s fantasy movies, or in sci-fi's big trilogy, Star Wars. The Lord of the Rings movies put us right within both the excitement and the sadness of the story, for me with greater weight than Tolkien himself achieved. It elevates this above being merely another CGI action flick and grants the fantasy genre a status and stature it has never enjoyed before.",Steffi_P,2012-04-26
The Greatest Fantasy Trilogy of All Time,"I've lost count of how many times I've watched this gorgeous trilogy, every time I rewatch it I find something new.",yungtonyfreeman,2020-03-01
A change of my top 5 movies,"This movie is the best of everything, the charaters are the best with each other and their environment.  You have to love the pros, as well as the antags.  This movie as one reviewer once said of this movie, it is the best movie of this generation! The saddest part, it is the last movie.  The only thing I have to say that was a downer, it needed more epic battles! So, my top 5 have now changed: 5=Scarface,4=Matrix,3=Lord of the Rings 3,2=Godfather,1=Citizen Kane.",intelboy,2004-01-17
Best Trilogy Ever,"Best movie series in the form of trilogy ever personally for me.

I watch this movie very frequently.

Loved the way this story was told. Loved every single character in this movie, especially Aragorn played by Viggo Mortensen and Arwen played by Liv Tyler.",iVemula,2022-03-11
"A newbie's perspective on ""The Return of the King""","I haven't read the J.R.R. Tolkien books or seen the first two movies in this series, so I won't waste your time with a formal review. Here are some miscellaneous thoughts from the perspective of a Middle Earth neophyte:

If you're wondering if you can understand this movie without having seen the first two, you can. I didn't realize I was watching the third installment until the end when I saw there couldn't possibly be any more story. I had a little trouble here and there, but the movie never really lost me.

Roger Ebert complained that characterization in these movies is given short shrift. Maybe so, but I thought Mr. Frodo and Sam – and the love they had for each other – were very moving. For me, they were the heart of this movie. I was roused into anger when Gollum framed Sam and temporarily split the two men – are Hobbits men? – apart.

Everyone says it, and everyone's right. Gollum is a great villain; it's a great performance by Andy Serkis and the CGI craftsmen who jointly created him. I loved to hate Gollum.

Is that woman who chafes at not being able to fight alongside the men a character from Tolkien's books? She's such a tedious action movie cliché – or would be if the actress playing her weren't so convincing and charming. She even ends up a genuine threat to a character who cannot die by any man, because of a technicality: she's not a man. That reminded me of the dreary moment in ""Jurassic Park"" when Helen Hunt cracks on Jeff Goldblum for talking about Man as if the term somehow excluded women. (Genesis: ""And God created Man, male and female."")

I was very impressed with the special effects. Yes, they were awesome in themselves. But it's also impressive that they existed to tell the story – a rare feat these days when the story usually exists to service the effects. Still, the effects – while never overwhelming the story – sometimes overwhelmed themselves. Ebert gave special praise to the giant spider, but by the time it arrived I was already so sated with CGI monsters that this one didn't seem inordinately frightening. (Incidentally, Ebert says the spider scenes marked the best movie battle between giant insect and man, but these scenes – good as they are – don't replace the much lower-tech ""Them!"")

I'm not in love with Peter Jackson's directing style. His camera is always sweeping around the scenery, which is almost invariably SFX-laden, as if to say, ""Nothing up my sleeve!""

Viggo Mortensen is supposed to be a major star of this series, but he makes little impression on someone watching just this entry. Elijah Wood – with his enormous eyes and beguiling presence – feels like the protagonist. Orlando Bloom also has little to do, but unlike Mortensen he makes a bad impression. When we see him in closeup the only thought that seems to be roaming his mind is: ""Aren't I pretty?""

What is it about some of these great old men of the theater – men like Derek Jacobi, Richard Harris – and here, Ian McKellan? One of them can just stand on screen for five seconds and even if you've never seen him before, you think, ""Wow, what a great actor.""

Someone made a terrific comment on the message board for this movie, and it deserves to be read:

""When anything becomes a 'craze' it tends to annoy those of us who enjoyed the material quietly and non-fanatically before it was a fad. When I was a young teen I actually had kind of a love-hate thing with George Lucas because when 'Star Wars' became popular it was suddenly 'cool' to like science fiction, and those of us who had liked it all along were assumed to be part of that herd.

""I first read 'The Lord of the Rings' in my freshman year of high school (25 years ago now) and I have liked it ever since. I was glad to see the movies done, enjoyed them well, and plan to watch them again throughout the years. And though I suppose the advertising hype was necessary so the producers' gamble could pay off, I am glad it's over. Now the fad-of-the-month club people can move on to something else, and let me enjoy something I like in peace.""

She was deriding both the people who obsessively love and abuse the movie. If the craze really is over, this might be a good time for a newbie to visit these movies. I saw this one, and despite my minor complaints, I loved it.",J. Spurlin,2005-04-27
The end is bitter sweet,"I have never loved the first two Lord of the Rings movies. I considered them nothing more than a fine fantasy story, with its smart and silly characteristics, too long and seriously overrated. The fact that these films were thoroughly enjoyed by loads of people I can comprehend easily: the movie's theme appeals to all and I can not deny that it is nicely all nicely put together. But it is still far too long as it lacks a certain...intelligence. Coming to the third installment, I sit and stare. Making fun of a movie is quite easy, what's hard is to understand it. I am not trying to say that this here film has left a mark upon me, but merely that some people are wrong and that I may be as well.

Spoilers

It's got some strong points, it's got some weak points and overall it's just what I expected it to be. After a rather pathetic beginning, the movie gets off from where the previous one let us. War, freedom, good and evil, love, trust, friendship, maturity, justice and peace. That's what will concern you once you're in this joint. Some impressive scenes, with sparkles of humor and shallow morality will add up into a massive fight. It's never about the outcome, it's about the way you do it, so I will accept the more shameful moments regarding the story. I might say I would want to admire it all, but it's just too much of a contrast between dark and bright. That's all in this movie but not in our hearts or in our world. Are the characters really complex? Is anyone really worth remembering? They are all weak faced with the power of the ring and none impress in this regard. I try to think of a weakness for us all and I can't find it. This fantasy world is supposed to have one evil which really concerns us, with minor ""misunderstandings"" between people. It's a call for unity, because only through this can we be able to outlive a fight. I fear just that I can not relate to it. I see no war for a common goal. And the problem does not lie around us, it lies within us. We can't find a ring and make all problems disappear after a tremendous quest. That's what makes me feel that The Lord of the Rings is just a story. A long, sporadically remarkable story. But I live in an era of naturalism and realism and I can not accept such a piece of art, as it is, just for the sake of being. I simply can't feel this as a great movie, because so many fates are involved and everything is too perfect. Perfection is bitter sweet, not this film. For me, LoTR is just bitter. But at least not as bitter as the Matrix.

Fans will remain fans, detractors will remain detractors. Things don't usually change in life and for that you need to make a great effort. Linear and coherent storytelling adds up in a never ending experience. For most, I am somewhat convinced to say, a superb one. In my heart I feel both joy and pain, because it all means something. The fact that people dream of such a fantasy world, means something. This is not my fantasy world though. This is not my world. 7.5/10",tributarystu,2004-01-09
Good movie but it brings nothing new and the end takes toooo long...,"The third movie brings nothing more than the second... It has more goofs than the second i won't enumerate them here. The end is so boring that when I went to the cinema to see it, all people stood up about 3 times in the last 20 minutes to go home... It also misses one important chapter when Saruman destroys the Shire... Some characters have no meaning in the movie (Faramir, Witch King)... Witch King has very big orientation problems trying to hit Eowyn with that big weapon rather than use some witchcraft to kill her... Aragorn (Viggo Mortensen) doesn't have the voice of a King when he tries to encourage the army to fight (see Braveheart (Mel Gibson) or Gladiator (Russel Crowe))...

It would have probably been a great movie without the first 2 parts, but this one brings nothing new or extraordinary except the Undead army which kills all orcs BAAH !

If you are interested in special effects then go watch the movie, if you are interested in how the story ends better read the book.

6 points out of 10.",raduking,2004-01-11
A perfect end to my personal favorite trilogy,"What isn't great about this. This characters are developed wonderfully, the acting is brilliant, the epic effects blow me away, the score is perfect. This is my personal favorite of the three but mind you, it is an extremely hard choice",jacobmeyerjkm,2020-01-30
An epic masterpiece made even better in its extended form,"In 2003, Lord of the Rings- Return of the King won top honors at nearly every major Award ceremony, and set a new record for box-office receipts, one that would stand for six years. It blew audiences away with its epic storytelling and scale, surpassing even the previous two entries in the trilogy. It was a truly great film. And now with the extended version, it's even better than before.

The reason why Return of the King, is so great is threefold. First, it's based on one of the twentieth century's greatest works of literature. Secondly, director Peter Jackson has remained true to source material, leaving as much as possible intact. And lastly, this project saw a near unprecedented infusion of talent and money. From the director, to the extremely large cast, to the effects wizards at WETA, everyone knew what they were doing and gave it their very best. Nothing was held back, no expense spared, and no detail overlooked, and the result is pure awesomeness.

One of Tolkien's greatest talents as a writer was his ability to fill his worlds with a host of distinct, interesting characters, each with their own strengths, weaknesses, and struggles. Jackson has included nearly all, and through them explores myriad themes. In Aragorn (Vigo Mortenson) we see a man who overcome his self-doubt and accept the mantle of greatness that he was meant to wear. He's also the embodiment of true courage, being brave or perhaps crazy enough to pick up the seeing stone and tell Sauron, ""Here I am, come and get me.""

In Frodo (Elijah Wood) the story explores how even the most ordinary of people can accomplish great things, but also how even the purest can be tempted by power and corrupted by evil. One figure who cannot be corrupted however is Samwise Gamgee, who represents perhaps the ultimate example of friendship and loyalty, sharing every hardship, remaining ever vigilant against Gollum's treachery and the ring's corruption, and braving a giant spider and a fortress of orcs to rescue his friend, even after he had turned on him.

Even the relatively minor Characters are well drawn and add to the story. Take Pippin and Merry. They're just a couple of goof-offs, the friends who are just along for the ride. But before the story is done, both will play important roles in the greatest battle of the age. Aeowen for her part embodies both duty to one's people and the the pain of unrequited love. And Legalos and Gimli, though largely relegated to sidekick duty, still show how friendship can transcend racial boundaries and old grudges.

But the most interesting character of all must surely be Gollum. Twisted physically and mentally, and with a severe case of split personality, he hates his very existence, and he hates the Ring for what it's done to him, but he desires to possess it even more. He's like a schizoid drug addict- a violent yet often hilarious schizoid drug addict. It's amazing how quickly he can go from playful and comical to pure venom. And no-one does a more unsettling conversation with himself. He's murderous, he's repulsive, he's pitiful, and he's one of the most interesting characters in twentieth century literature.

Of course this isn't all internal struggles and character development; it's an epic in the class of The Ten Commandments or Gone with the Wind, but with lots more fighting. And what fighting it is! The combat scenes capture the full intensity and brutality of medieval warfare, of pounding clubs and maces, bodies impaled with spears and arrows, or crushed beneath catapult stones (Within the bounds of PG-13). Yet there's also is the precision, even beauty, of Aragorn's swordsmanship, and Legelos's skill with the bow, their ability to fell an enemy with every swing of the sword or release of an arrow. 

And then there's the sheer scale of it all. The climactic battle of Pelenor Fields is the largest ever filmed, with dozens of siege engines, more than two-hundred thousand orcs, and a charge by six thousand horsemen. There are few sights that can surpass six thousand armored cavalrymen at full charge, but a counter charge by a line of mumukhiel is surely one of them. Add the piercing shrieks of fell beasts and an army of vengeful dead and you have perhaps the greatest spectacle ever to grace the screen. This may seem hyperbole, or even heretical, but Cecil B. Demile has nothing on Peter Jackson. 

I'm also highly impressed with the effects and technical aspects of this movie. The set pieces are among the largest and grandest I've seen, and the models have a nearly unprecedented attention to detail. And there are thousands of weapons, orc masks, and suits of armor, all beautifully – or gruesomely- done. Few projects can equal this one in the costume and make-up departments. New Zealand's Weta Workshop might just be the new Industrial Light and Magic.

Now obviously all this was already present in the original version. So you may ask if this new version is worth paying to see, especially if you already have the original. My answer: absolutely. There's more humor, exemplified by a side-splitting drinking contest, and more character development, especially with Faramir and Denathor. And there's lots more action, including Gandalf's encounter with the Witch King, a longer fight scene with Gollum, and far more material with the dead men of Dun-Harrow. Jackson has also included important vignettes from the book like the House of Healing scene and negotiations with the Mouth of Sauron. And I particularly enjoyed Christopher Lee's death scene near the beginning.

Bottom line, Lord of the Rings, Return of the King is one of the grandest, most exciting, and most inspiring movies you'll ever witness. Try as I might, I can find no fault with it. You owe it to yourself to see this movie, especially in its new and improved state.",williampsamuel,2014-12-24
A true masterpiece,"To justify the title, I can count many merits of the movie. The background score is grand and powerful, the story is handled very well, and the CGI is balanced and beautiful. But, in the third act of the movie, there are 3 major scenes, each of which brought me to complete tears. One of them is the greatest single moment I've ever seen in movies, period. Throughout the movie, it's very evident that it was made by people who clearly adored the source and a great attention to detail can be found throughout.

I've seen complaints that at some points the movie diverges from the source material too much or that it's longer and doesn't pack as much substance. I feel the first point can be validated by artistic liberties, while the second ultimately boils down to personal preferences. Speaking personally, the movie did not feel long. The screenplay justifies the runtime, and makes the movie cohesive. It's the grand finale to the greatest trilogy of all time, and completely cements its legacy for years to come.

NOTE: This review is based off of the special extended editions, and not the theatrical cut.",sanskar10100,2022-03-09
The End Of The Epic Journey,"In terms of the individual installments of Peter Jackson's Lord of the Rings epic trilogy, Return of the King may actually be my least favorite (if only by a hair). The character-building isn't needed, like in Fellowship, and the battles are no better than those in Two Towers. The film's length (even the 3.5 hour theatrical cut) borders on prohibitive. Yet, it remains a slam-dunk 10/10 effort. The reason? The emotional payoffs to all the threads set up in those previous two installments.

For a very basic overview, Return of the King sees the two primary plots of the trilogy reach their apex:

-Frodo (Elijah Wood), Sam (Sean Astin), & Gollum/Smeagle (Andy Serkis) finally reach Mordor--but not before a significant detour along the way and a gut-wrenching decision at the journey's end.

-Aragorn (Viggo Mortensen) reclaims his kingly birthright and leads the denizens of Middle Earth in a final battle with Sauron's minions. Along for the ride again are feisty dwarf Gimli (John Rhys-Davies), Legolas (Orlando Bloom) the marksman Elf, and hobbits Merry (Dominic Monaghan) & Pippin (Billy Boyd) doing the best they can to contribute to the cause.

The overall hallmark of this concluding chapter is the way in which it pays off all the threads set up in the previous two. This one doesn't have to break new ground, and largely doesn't. It just needs to put an amen to perhaps the most incredible book-to-film adaptation of all-time, which it accomplishes with aplomb. What Jackson really understands is how much of a journey the audience has taken alongside the famous fantasy characters (especially true if experienced during the three-year theatrical run). The end of their journey is also the end of ""ours"", in other words.

Specifically notable here is the last half hour or so of runtime, where the visuals, music, direction, & acting meld together to create some of the most emotionally rousing scenes of the whole trilogy. I have yet to behold these moments without a tear being shed.

Overall, then, Return of the King is a regal ending to Jackson's masterful vision. It may not break much cinematic new ground, but it doesn't have too. It simply does its job: pay off all the previously-established action, adventure, drama, humor, and (most of all) heart.",zkonedog,2017-03-08
Very good end to a very good set of movies.,"This was probably my favorite trilogy of all time, as throughout movie history there have not been all that many good fantasy movies that have been released so these films fill that void for me.  This last chapter wraps up the story nicely as Frodo and Sam are very close to where they need to be and the army of Sauron are trying to finish off man once and for all.  This movie is a bit different than the last one in the fact that the Hobbits Frodo and Sam and Gandolf the wizard are more of the focus of this one rather than Aragon, Gimli, and Legolos who were more the focus of the last one.  This one has epic battles and great visuals as well.  It is also very well acted.  Sean Astin does a particularly good job as Sam in this one as his character has a lot more impact in this one.  All in all a very good movie that wrapped up a very good trilogy that was one of the few that did not have a weak movie in the bunch.  I would write more, but I am sure there are plenty of reviews that do the movie more justice than I can.",Aaron1375,2004-01-11
The conclusion to the wonderful epic The Lord Of The Rings: The Return Of The King.,"This wonderful conclusion to Peter Jackson's adaptation of .J.R.R. Tolkien's most popular written work should definetly win a few awards to say the least. The first movie, The Fellowship of the Ring, inspired me to read the trilogy.  As I was only twelve at the time, these were the first books I actually finished reading. I decided first off that no matter how much the film makers changed the story, as long as the general plot line and points that Tokien was trying to make were made in a fashion that Tolkien would have liked, I would accept these movies. These are three spectacular films, or rather, one large movie version, created by crazy Tolkien fans, of the tale of how evil came into being and how it was destroyed.

For those of you who have not seen this movie, and are wondering whether or not to go and see it, by now you know clearly what I think.  This movie is the conclusion to the first two movies, or rather the conclusion to one long continuing story. If you haven't seen the first two, go and see them before you come and see this one: There's nothing worse then hearing the end of a great tale before you even get a chance to begin it. Once you start this trilogy, you will not want to be left behind. It is about how the Hobbits, Frodo(an aristocrat) and Sam (his loyal gardener and best companion), struggle on to a land called Mordor to destroy a ring that corrupts the minds of even the strongest warriors, and about how their friends try to guide and help them in their quest to save all life, even if it takes their own lives to destroy the ring. The movie is full of tales of how Middle Earth and its people are making their last and final attempts to fight the evil, and save not only their homes, wives and children, but their own humanity and souls as well. It is a tale of how life almost disappeared but when darkness almost completely covered all earth, some courageos people, whether from the sanity of their minds or rightness of their hearts gave their last shot to save life because they valued it.  They gave their last hope, said their last prayers, and were able to destroy this evil. Nothing that I can say would be good enough to put these people and their world into the right words so that you could imagine it: Just watch the movie so you can start experiencing it.",eaw1990osaka,2004-01-18
More of the same,"I loved it! No doubt about it, spectaculair effects, battles etc. But, and there's a big but, the movie doesn't add anything new to the trilogy. In the first part we could marvel at the wonderfull world of Tolkien that Peter Jackson so brilliantly captured on the big screen. In part two, there was action, battles and magnificent special effects.

But what does part 3 have? More of the same. It had to be made, to complete the story and Peter Jackson did a great job. But especially the last hour was almost boring. After the twentieth happy-ending-swelling-music-scene, I was almost begging for the end. Still, I loved it, but maybe that was more because of the first two movies, or because of the book.....",o_willemse,2004-01-05
is everybody crazy?,"I still don't like these films, but this was the least intolerable of the three.  I think it had the greatest departures from the books in plot, but was perhaps the closest to the books in meaning.  I'm not even talking about all the characters and events left out; there's lots of stuff here that never happened in the book.

The acting is sometimes painful.  Frodo and Sam are particularly given to intervals of mawkishness.  Gimli is shamefully used for comic relief.  The dialogue's just horrible; exposition is awkward (""A diversion!"") - I suspect the actors are giving the director what he's asked for, it's the director and writers I question.  Anyway, the adults come out okay except Eomer, reduced to mere grimacing in the background.  It's the little people who suffer.

Visuals are often not to my taste, but are impressive.  Frodo always glows. Everything hobbity is very golden-lit and twinkly and twee - I think that's the worst setting mistake.  Hobbits should be those we identify with most closely, not those we're distanced from.  Minas Tirith is barely glimpsed before it's overrun by the Goths and Visigoths; Edoras outshines it.

I don't like the battle scenes.  Cuts to show the sea of Orcs menacing a small city of troop of Men are unimpressive after so many repetitions, and the fighting scenes are very rapidly cut and look kinda undercranked and unfocussed, especially when using lots of CG troops.  Necessary perhaps, but it still looks bad.

What was right?  They made a great scene of the lighting of the signal fires, and the relay from hill to hill, though it went on too long.  The songs were good.  The human kings rallying their troops to hopeless battles were actually magnificent.  Gandalf was less the remote magician and more the humanized power than in the first two movies.  The tone is more epic than in the first two installments - they seemed to use scale of battles and scale of scenery as a substitute for theme and pace.  ROTK didn't make me look at my watch nearly as much as FOTR and TTT.  And there's more Viggo, whom I love, but he may not be quite as good.  *sigh*

Anyway, it's still pretty crummy.  Gak!  Also, I think this one would be _very_ hard to understand without having read the books or seen the first two - I wished I'd refreshed my memory of the previous movie before watching this.",betsywetsy,2004-03-06
Epic is an understatement,"These films are glorious and they finished off this marvellous trilogy with a bang. Unlimited action and emotional plot twist and character arcs. Cinematography is just unparalleled to other trilogies.

I have to say the more I watch this trilogy the more I put it up there with the Star Wars Classics.

Timeless.",hcoldwell,2022-03-26
The Conclusion of an Adventure in the Same Level of the Other Two Parts of a Splendid Story,"The conclusion of the best movie of fantasy and adventure ever made is in the same level of the other two parts of this splendid story. The journey of Frodo Baggins and his friends in this movie is again outstanding, stunning, a masterpiece. I believe there is nothing else to be said about this fantastic movie. The eleven Oscars, the IMDB User rating of 9,0 with 62,820 votes and the 2,219 reviews are sufficient. I just want to record my enthusiasm with such a film. Unfortunately the same did not happen with the sequence of Matrix, where the first film was excellent, but the sequences were very disappointing. My vote is ten. 

Title (Brazil): `O Senhor dos Anéis: O Retorno do Rei' (`Lord of the Rings: The Return of the King, The')",claudio_carvalho,2004-05-29
The best 17 endings of all times!,"I think that almost everything that can be said about this trilogy has been said already, but still I will try. There are so many films that destroyed the beauty and perfection of the novels they have been built upon, not this one. In front of an amazingly beautiful scenery, Peter Jackson was able to create a fantasy-movie, which unlike so many others before did not deal with old clichés and thus is far away from any trash-movie a lot of people had expected it to be beforehand.

Although I am sure that the cast of this film will soon be forgotten, The ""The Lord of the Rings""-trilogy will stand the times and be one of the most renowned pictures of the las decade.",DerSongsurfer,2006-12-07
3rd time's the charm (don't get me wrong; the first two were equally good).,"It all comes down to this. The humans and hobbits now have their final battles to fight with the forces of evil. I can't actually say anything about ""The Lord of the Rings: The Return of the King"" that does it justice, except to say that it is a great movie in the true sense of the word. Everything that we've awaited in life is summed up in this piece of cinematic history. Every one of the cast members does a masterful job. Therefore, it makes sense that this movie was nominated for 11 Oscars including Best Picture, and won EVERY SINGLE ONE OF THEM. ""LOTR: TROTK"" is THE movie that you have to see to believe. It is everything that we like about movies.",lee_eisenberg,2005-10-21
Most of low ratings are by purpose!,"How can you give one of the greatest movies in cinema history a 1 or 2 rating? Yes if you are a GOT fan or marvel fan you can do that! By purpose only for bringing your sily movies upper on the list.
Any real cinema fan knows that we will not see a masterpiece like this for years.

I read one of reviews somebody said that actors and crew took movie too seriously and this is a weak point 😂",xcrisneo,2020-02-10
history.,"This is one of my favourites,a classic.Full of action and entertainment to keep you interested every time its on.films like this are hard to come by,the detail and the precision that go into films like this is second to none.these sort of exceptional films will go down in history.",NicholasThomo,2019-07-11
The epic conclusion to one of the greatest film trilogies of all time,"The Return of the King is an impressive film because it wraps up the Lord of the Rings trilogy in a way that is satisfying for both fans of the books and those who have only seen the movies. This finale is a rollercoaster of emotions, with impressive sets, elaborate costumes, and eye-popping visual effects. The Lord of the Rings was already a great novel, but it has now become one of the greatest film trilogies ever made.",cricketbat,2020-02-04
